aksiliği tutmak,14
zihni takılmak,13
doyuma ulaşmak,13
ağzına etmek,11
âdembaba gibi,12
alt etmek,8
içine fenalık gelmek,18
armudun sapı var üzümün  çöpü var demek,32
akı ak karası kara,15
zemzemle yıkanmış olmak,21
